id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,year,decade
0gEyKnHvgkrkBM6fbeHdwK,Linger,77,274707,0,['The Cranberries'],['7t0rwkOPGlDPEhaOcVtOt9'],1993-03-01,0.439,0.434,7,-14.918,1,0.0265,0.0783,4.87e-05,0.14,0.204,94.845,4,1993,1990
2goLsvvODILDzeeiT4dAoR,Believe,77,239027,0,['Cher'],['72OaDtakiy6yFqkt4TsiFt'],1998,0.652,0.917,6,-6.72,1,0.0548,0.0082,0.0,0.0509,0.459,132.975,4,1998,1990
6Pur3hWy6Nzc27ilmsp5HA,Lamento Boliviano,77,222227,0,['Los Enanitos Verdes'],['4TK1gDgb7QKoPFlzRrBRgR'],1994-01-01,0.714,0.735,4,-7.125,0,0.0306,0.176,0.000622,0.115,0.68,123.57,4,1994,1990
7H6ev70Weq6DdpZyyTmUXk,Say My Name,77,271333,0,"[""Destiny's Child""]",['1Y8cdNmUJH7yBTd9yOvr5i'],1999-07-27,0.713,0.678,5,-3.525,0,0.102,0.273,0.0,0.149,0.734,138.009,4,1999,1990
1FTSo4v6BOZH9QxKc3MbVM,Song 2 - 2012 Remaster,77,121160,0,['Blur'],['7MhMgCo0Bl0Kukl93PZbYS'],1997-02-10,0.674,0.789,8,-6.903,1,0.0676,0.00178,0.0071,0.0754,0.918,129.804,4,1997,1990
2EoOZnxNgtmZaD8uUmz2nD,Black Hole Sun,77,318587,0,['Soundgarden'],['5xUf6j4upBrXZPg6AI4MRK'],1994-03-09,0.35,0.828,6,-5.373,1,0.041,0.000217,0.000161,0.0774,0.147,105.435,4,1994,1990
754kgU5rWscRTfvlsuEwFp,Kiss Me,77,208680,0,['Sixpence None The Richer'],['0lJlKQvuM2Sd9DPPyUXcHg'],1997-11-22,0.526,0.749,3,-6.964,1,0.0283,0.023,1.76e-06,0.0692,0.421,99.982,4,1997,1990
6x4tKaOzfNJpEJHySoiJcs,Mambo No. 5 (a Little Bit of...),77,220293,0,['Lou Bega'],['46lnlnlU0dXTDpoAUmH6Qx'],1999-07-19,0.622,0.807,5,-6.752,0,0.408,0.103,0.0,0.306,0.892,174.06,4,1999,1990
6ORqU0bHbVCRjXm9AjyHyZ,Good Riddance (Time of Your Life),77,153467,1,['Green Day'],['7oPftvlwr6VrsViSDV7fJY'],1997-10-14,0.475,0.432,7,-7.844,1,0.0302,0.183,0.0,0.161,0.648,94.605,4,1997,1990
6MdqqkQ8sSC0WB4i8PyRuQ,No Diggity,77,304600,0,"['Blackstreet', 'Dr. Dre', 'Queen Pen']","['2P3cjUru4H3fhSXXNxE9kA', '6DPYiyq5kWVQS4RGwxzPC7', '0VbIlorLz3I5SEtIsc5vAr']",1996-09-09,0.867,0.646,1,-4.674,0,0.288,0.303,0.0,0.279,0.67,88.634,4,1996,1990
5QLHGv0DfpeXLNFo7SFEy1,1979 - Remastered 2012,77,266200,0,['The Smashing Pumpkins'],['40Yq4vzPs9VNUrIBG5Jr2i'],1995,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,4,1995,1990
2q9udNV9NK0BL3q9p6TLxf,Procura,77,271031,0,"['ChiChi Peralta', 'Jandy Feliz']","['5GNSVtCq2hiXDx7jUA5Iou', '3hz57XL7wSiPMO9g3k1CW6']",1997-07-01,0.805,0.757,8,-7.46,1,0.0355,0.279,0.000839,0.101,0.973,102.14,4,1997,1990
7iXF2W9vKmDoGAhlHdpyIa,Forgot About Dre,77,222293,1,"['Dr. Dre', 'Eminem']","['6DPYiyq5kWVQS4RGwxzPC7', '7dGJo4pcD2V6oG8kP0tJRR']",1999-11-16,0.924,0.74,8,-1.299,1,0.0774,0.0827,0.0,0.163,0.621,133.974,4,1999,1990
4fXGWiVhlOLdhwRDP6pIFG,Lemon Tree,77,191027,0,['Fools Garden'],['0jRqFvRKCDryHOgrgFqsKG'],1995-01-01,0.663,0.475,1,-8.834,1,0.0417,0.643,0.0,0.122,0.644,143.175,4,1995,1990
4YtoipFgf4k0AfD17ZfD5X,"Nuthin' But A ""G"" Thang",76,238467,1,"['Dr. Dre', 'Snoop Dogg']","['6DPYiyq5kWVQS4RGwxzPC7', '7hJcb9fa4alzcOq3EaNPoG']",1992-12-15,0.801,0.699,11,-8.18,0,0.279,0.00575,0.0,0.146,0.655,94.605,4,1992,1990
6QewNVIDKdSl8Y3ycuHIei,Even Flow,76,292581,0,['Pearl Jam'],['1w5Kfo2jwwIPruYS2UWh56'],1991-08-27,0.394,0.944,10,-6.506,0,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,4,1991,1990
2N2yrmodOnVF10mKvItC9P,Don't Cry (Original),76,283733,0,"[""Guns N' Roses""]",['3qm84nBOXUEQ2vnTfUTTFC'],1991-09-17,0.456,0.59,11,-8.638,1,0.0327,0.00182,0.00379,0.104,0.243,124.635,4,1991,1990
1L94M3KIu7QluZe63g64rv,Alive,76,340907,0,['Pearl Jam'],['1w5Kfo2jwwIPruYS2UWh56'],1991-08-27,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,4,1991,1990
2Ld2LehpgQNREMxl9LlIzm,"Boom, Boom, Boom, Boom!!",76,202571,0,['Vengaboys'],['0cwmNvclzPd8mQnoHuIksj'],1998,0.811,0.935,11,-4.595,0,0.0407,0.0134,0.411,0.0244,0.968,138.479,4,1998,1990
1qPbGZqppFwLwcBC1JQ6Vr,Wonderwall,76,258907,0,['Oasis'],['2DaxqgrOhkeH0fpeiQq2f4'],1995-10-02,0.41,0.854,2,-5.609,1,0.0366,0.00236,0.0,0.133,0.456,174.584,4,1995,1990
225xvV8r1yKMHErSWivnow,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",76,298760,0,['Aerosmith'],['7Ey4PD4MYsKc5I2dolUwbH'],1998-06-23,0.383,0.662,2,-5.162,1,0.0333,0.165,0.0,0.248,0.138,121.154,4,1998,1990
7ygpwy2qP3NbrxVkHvUhXY,Wonderwall - Remastered,76,258773,0,['Oasis'],['2DaxqgrOhkeH0fpeiQq2f4'],1995,0.375,0.893,2,-4.097,1,0.0406,0.000509,0.0,0.187,0.434,174.323,4,1995,1990
33ZXjLCpiINn8eQIDYEPTD,"Shook Ones, Pt. II",76,325507,1,['Mobb Deep'],['6O2zJ0tId7g07yzHtX0yap'],1995-04-25,0.763,0.786,10,-6.472,0,0.229,0.0146,0.0114,0.0817,0.504,93.857,4,1995,1990
28UMiBhn383n9S7GL4tsxD,"Because You Loved Me (Theme from ""Up Close and Personal"")",76,273667,0,['Céline Dion'],['4S9EykWXhStSc15wEx8QFK'],1996-02-28,0.615,0.467,1,-9.883,1,0.0327,0.314,0.0,0.099,0.177,119.919,4,1996,1990
6PypGyiu0Y2lCDBN1XZEnP,Everybody Hurts,76,320267,0,['R.E.M.'],['4KWTAlx2RvbpseOGMEmROg'],1992-10-05,0.467,0.324,2,-10.451,1,0.0255,0.615,0.0248,0.118,0.166,94.301,3,1992,1990
4QlzkaRHtU8gAdwqjWmO8n,Friday I'm In Love,76,215160,0,['The Cure'],['7bu3H8JO7d0UbMoVzbo70s'],1992-01-01,0.526,0.763,0,-12.663,0,0.0341,0.00126,6.75e-05,0.359,0.514,136.205,4,1992,1990
6txWz9UapYHVxEd7dDIHXT,No Rain,76,217107,0,['Blind Melon'],['5sD1ZLf2dGQ9gQ3YJl1eAd'],1992-01-01,0.389,0.476,9,-9.342,1,0.0316,0.619,5.09e-05,0.255,0.566,148.117,4,1992,1990
2RChe0r2cMoyOvuKobZy44,Always,76,353027,0,['Bon Jovi'],['58lV9VcRSjABbAbfWS6skp'],1994-10-18,0.383,0.659,4,-5.558,1,0.0312,0.117,0.0,0.0778,0.327,140.795,4,1994,1990
7nYvUtkQMx1v80S2FH2s9J,Regulate,76,248867,1,"['Warren G', 'Nate Dogg']","['2B4ZHz4QDWJTXPFPgO5peE', '1Oa0bMld0A3u5OTYfMzp5h']",1994-06-07,0.849,0.521,11,-12.999,0,0.216,0.304,1.65e-06,0.115,0.763,95.265,4,1994,1990
5lWSa1rmuSL6OBPOnkAqoa,Rasputin,76,220667,0,['Boney M.'],['54R6Y0I7jGUCveDTtI21nb'],1994-03-14,0.691,0.752,6,-11.47,0,0.0455,0.463,0.00103,0.595,0.97,126.005,4,1994,1990
4INDiWSKvqSKDEu7mh8HFz,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,76,257400,1,"['The Notorious B.I.G.', 'Mase', 'Diddy']","['5me0Irg2ANcsgc93uaYrpb', '1wiBLzTI7z9RUwEpNPdFT6', '59wfkuBoNyhDMQGCljbUbA']",1997-03-04,0.845,0.884,6,-4.506,0,0.0759,0.0128,2.1e-06,0.203,0.904,104.536,4,1997,1990
33LC84JgLvK2KuW43MfaNq,"My Heart Will Go On - Love Theme from ""Titanic""",76,280000,0,['Céline Dion'],['4S9EykWXhStSc15wEx8QFK'],1997-10-24,0.428,0.276,4,-11.729,1,0.0312,0.732,5.33e-06,0.117,0.0382,99.195,1,1997,1990
42et6fnHCw1HIPSrdPprMl,Semi-Charmed Life,76,268360,0,['Third Eye Blind'],['6TcnmlCSxihzWOQJ8k0rNS'],1997-04-08,0.64,0.864,7,-6.576,1,0.0314,0.00832,0.0,0.123,0.701,102.026,4,1997,1990
1Dr1fXbc2IxaK1Mu8P8Khz,When I Come Around,76,178000,0,['Green Day'],['7oPftvlwr6VrsViSDV7fJY'],1994-02-01,0.531,0.909,11,-4.236,1,0.034,0.0175,0.0,0.231,0.814,97.546,4,1994,1990
6VoIBz0VhCyz7OdEoRYDiA,Say It Ain't So,76,258827,0,['Weezer'],['3jOstUTkEu2JkjvRdBA5Gu'],1994-05-10,0.634,0.551,3,-7.136,1,0.0352,0.00737,1.82e-05,0.07,0.453,151.779,4,1994,1990
4LJhJ6DQS7NwE7UKtvcM52,What's My Age Again?,76,148360,0,['blink-182'],['6FBDaR13swtiWwGhX1WQsP'],1999-06-01,0.391,0.951,6,-7.419,1,0.0692,0.0126,0.000378,0.0878,0.468,157.66,4,1999,1990
6RNDeRnWsRMjPdNVgupZCs,I Just Called To Say I Love You,76,262240,0,['Stevie Wonder'],['7guDJrEfX3qb6FEbdPA5qi'],1999-11-23,0.748,0.551,1,-9.054,1,0.0239,0.243,1.57e-06,0.0943,0.65,113.535,4,1999,1990
7nnWIPM5hwE3DaUBkvOIpy,Drive,76,232453,0,['Incubus'],['3YcBF2ttyueytpXtEzn1Za'],1999-10-26,0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565,4,1999,1990
4kOfxxnW1ukZdsNbCKY9br,What's Love Got to Do with It,76,226880,0,['Tina Turner'],['1zuJe6b1roixEKMOtyrEak'],1993,0.851,0.406,1,-11.631,1,0.0661,0.219,6.41e-06,0.0853,0.792,97.84,4,1993,1990
45Ia1U4KtIjAPPU7Wv1Sea,Are You Gonna Go My Way,75,211933,0,['Lenny Kravitz'],['5gznATMVO85ZcLTkE9ULU7'],1993-03-09,0.619,0.67,11,-10.322,0,0.0353,0.00165,0.0109,0.331,0.777,129.269,4,1993,1990
5cZqsjVs6MevCnAkasbEOX,Break Stuff,75,166707,1,['Limp Bizkit'],['165ZgPlLkK7bf5bDoFc6Sb'],1999,0.432,0.884,8,-6.659,1,0.13,0.0127,0.000527,0.166,0.624,108.948,4,1999,1990
4yKZACkuudvfd600H2dQie,Get Down On It,75,212907,0,['Kool & The Gang'],['3VNITwohbvU5Wuy5PC6dsI'],1999-03-01,0.879,0.626,7,-6.344,1,0.0604,0.205,6.07e-05,0.056,0.968,110.864,4,1999,1990
2SbsvihBJmgNKZ4qkXFWrp,More Than Words,75,334040,0,['Extreme'],['6w7j5wQ5AI5OQYlcM15s2L'],1990-01-01,0.623,0.127,6,-14.935,1,0.0306,0.452,0.0,0.114,0.237,91.625,4,1990,1990
1LzNfuep1bnAUR9skqdHCK,Fade Into You,75,295600,0,['Mazzy Star'],['37w38cCSGgKLdayTRjna4W'],1993-10-05,0.42,0.33,9,-13.925,1,0.0275,0.245,0.000679,0.0677,0.175,157.143,3,1993,1990
6lEuFGrUqR9Yc6hSsHPnYP,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",75,299760,0,['Aerosmith'],['7Ey4PD4MYsKc5I2dolUwbH'],1998-08-18,0.39,0.649,2,-5.163,1,0.0345,0.172,0.0,0.216,0.144,121.16,4,1998,1990
4JGKZS7h4Qa16gOU3oNETV,Dreams,75,271560,0,['The Cranberries'],['7t0rwkOPGlDPEhaOcVtOt9'],1993-03-01,0.551,0.643,4,-13.091,1,0.0353,0.00313,0.00385,0.421,0.514,128.661,4,1993,1990
74irxdVWstNlEQjsvArITq,Crazy,75,316693,0,['Aerosmith'],['7Ey4PD4MYsKc5I2dolUwbH'],1993-01-01,0.37,0.866,6,-3.879,0,0.0384,0.0868,0.0,0.137,0.427,162.086,3,1993,1990
2Lhdl74nwwVGOE2Gv35QuK,Cupid's Chokehold / Breakfast in America,87,243773,0,['Gym Class Heroes'],['4IJczjB0fJ04gs4uvP0Fli'],2005-02-22,0.72,0.744,1,-6.938,0,0.12,0.237,0.0,0.255,0.619,78.953,4,2005,2000
3AJwUDP919kvQ9QcozQPxg,Yellow,86,266773,0,['Coldplay'],['4gzpq5DPGxSnKTe4SA8HAU'],2000-07-10,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,4,2000,2000
2kS6td1yvmpNgZTt1q5pQq,Hayloft,86,181680,0,['Mother Mother'],['0e86yPdC41PGRkLp2Q1Bph'],2008-09-23,0.527,0.922,9,-2.666,0,0.0728,0.00475,0.000162,0.422,0.49,95.975,4,2008,2000
4xkOaSrkexMciUUogZKVTS,'Till I Collapse,85,297787,1,"['Eminem', 'Nate Dogg']","['7dGJo4pcD2V6oG8kP0tJRR', '1Oa0bMld0A3u5OTYfMzp5h']",2002-05-26,0.548,0.847,1,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447,4,2002,2000
7lQ8MOhq6IN2w8EYcFNSUk,Without Me,85,290320,1,['Eminem'],['7dGJo4pcD2V6oG8kP0tJRR'],2002-05-26,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,4,2002,2000
60a0Rd6pjrkxjPbaKzXjfq,In the End,84,216880,0,['Linkin Park'],['6XyY86QOPPrYVGvF9ch6wz'],2000-10-24,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,4,2000,2000
3yfqSUWxFvZELEM4PmlwIR,The Real Slim Shady,84,284200,1,['Eminem'],['7dGJo4pcD2V6oG8kP0tJRR'],2000-05-23,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,4,2000,2000
0zMAvsQmaQ4DGsmXtKixpn,Burning Pile,84,262173,0,['Mother Mother'],['0e86yPdC41PGRkLp2Q1Bph'],2008-09-23,0.516,0.755,5,-3.724,1,0.0383,0.0633,0.00103,0.107,0.165,140.099,4,2008,2000
75JFxkI2RXiU7L9VXzMkle,The Scientist,84,309600,0,['Coldplay'],['4gzpq5DPGxSnKTe4SA8HAU'],2002-08-08,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,4,2002,2000
3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),84,218093,0,"['Shakira', 'Wyclef Jean']","['0EmeFodog0BfCgMzAIvKQp', '7aBzpmFXB4WWpPl2F7RjBe']",2005-11-28,0.778,0.824,10,-5.892,0,0.0712,0.284,0.0,0.405,0.756,100.024,4,2005,2000
3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,84,231733,0,['The White Stripes'],['4F84IBURUo98rz4r61KF70'],2003-04-01,0.726,0.463,0,-7.828,1,0.0799,0.00817,0.447,0.255,0.321,123.881,4,2003,2000
1EzrEOXmMH3G43AXT1y7pA,I'm Yours,83,242187,0,['Jason Mraz'],['4phGZZrJZRo4ElhRtViYdl'],2008-05-12,0.686,0.457,11,-8.322,1,0.0468,0.595,0.0,0.105,0.718,150.953,4,2008,2000
2nLtzopw4rPReszdYBJU6h,Numb,83,185587,0,['Linkin Park'],['6XyY86QOPPrYVGvF9ch6wz'],2003-03-24,0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,4,2003,2000
6I9VzXrHxO9rA9A5euc8Ak,Toxic,83,198800,0,['Britney Spears'],['26dSoYclwsYLMAKD3tpOr4'],2003-11-13,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,4,2003,2000
0SiywuOBRcynK0uKGWdCnn,Bad Romance,83,294573,1,['Lady Gaga'],['1HY2Jd0NmPuamShAr6KMms'],2009-11-05,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,4,2009,2000
5rb9QrpfcKFHM1EUbSIurX,Yeah! (feat. Lil Jon & Ludacris),83,250373,0,"['Usher', 'Lil Jon', 'Ludacris']","['23zg3TcAtWQy7J6upgbUnj', '7sfl4Xt5KmfyDs2T3SVSMK', '3ipn9JLAPI5GUEo4y4jcoi']",2004-03-23,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,4,2004,2000
5fVZC9GiM4e8vu99W0Xf6J,How to Save a Life,83,262533,0,['The Fray'],['0zOcE3mg9nS6l3yxt1Y0bK'],2005-09-13,0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035,4,2005,2000
7LVHVU3tWfcxj5aiPFEW4Q,Fix You,83,295533,0,['Coldplay'],['4gzpq5DPGxSnKTe4SA8HAU'],2005-06-07,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,4,2005,2000
1zzxoZVylsna2BQB65Ppcb,X Gon' Give It To Ya,83,217587,1,['DMX'],['1HwM5zlC5qNWhJtM00yXzG'],2007-06-12,0.761,0.899,10,-3.09,0,0.183,0.0135,0.0,0.0719,0.673,95.027,4,2007,2000
0d28khcov6AiegSCpG5TuT,Feel Good Inc.,83,222640,0,['Gorillaz'],['3AA28KZvwAUcZuOKwyblJQ'],2005-05-23,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,4,2005,2000
49FYlytm3dAAraYgpoJZux,Umbrella,83,275987,0,"['Rihanna', 'JAY-Z']","['5pKCCKE2ajJHZ9KAiaK11H', '3nFkdlSjzX9mRTtwJOzDYB']",2008-06-02,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,4,2008,2000
4RCWB3V8V0dignt99LZ8vH,Hey There Delilah,82,232533,0,"[""Plain White T's""]",['1g1yxsNVPhMUl9GrMjEb2o'],2005-01-01,0.656,0.291,2,-10.572,1,0.0293,0.872,0.0,0.114,0.298,103.971,4,2005,2000
003vvx7Niy0yvhvHt4a68B,Mr. Brightside,82,222973,0,['The Killers'],['0C0XlULifJtAgn6ZNCW2eu'],2004,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,4,2004,2000
0ntQJM78wzOLVeCUAW7Y45,Sex on Fire,82,203347,0,['Kings of Leon'],['2qk9voo8llSGYcZ6xrBzKx'],2008-09-23,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,4,2008,2000
4kLLWz7srcuLKA7Et40PQR,I Gotta Feeling,82,289133,0,['Black Eyed Peas'],['1yxSLGMDHlW21z4YXirZDS'],2009-01-01,0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96,4,2009,2000
4NOZ35Dhucr6UlVyLOtktd,Dangerous,82,246053,1,"['Kardinal Offishall', 'Akon']","['5P2rwRBgIN450RaJxdjYdA', '0z4gvV4rjIZ9wHck67ucSV']",2008-01-01,0.949,0.79,8,-5.957,1,0.0756,0.00437,0.0,0.0816,0.807,117.002,4,2008,2000
5W8YXBz9MTIDyrpYaCg2Ky,Last Resort,82,199907,1,['Papa Roach'],['4RddZ3iHvSpGV4dvATac9X'],2001-04-25,0.589,0.89,4,-3.719,0,0.0603,0.000481,0.00082,0.201,0.692,90.598,4,2001,2000
0I3q5fE6wg7LIfHGngUTnV,Ms. Jackson,82,270507,1,['Outkast'],['1G9G7WwrXka3Z1r7aIDjI7'],2000-10-31,0.843,0.806,4,-5.946,0,0.269,0.143,0.0,0.0771,0.613,94.948,4,2000,2000
4fzsfWzRhPawzqhX8Qt9F3,Stronger,82,311867,1,['Kanye West'],['5K4W6rqBFWDnAN6FQUkS6x'],2007-09-11,0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992,4,2007,2000
2gam98EZKrF9XuOkU13ApN,Promiscuous,82,242293,0,"['Nelly Furtado', 'Timbaland']","['2jw70GZXlAI8QzWeY2bgRc', '5Y5TRrQiqgUO4S36tzjIRZ']",2006-01-01,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,4,2006,2000
0O45fw2L5vsWpdsOdXwNAR,SexyBack (feat. Timbaland),81,242733,1,"['Justin Timberlake', 'Timbaland']","['31TPClRtHm23RisEBtV3X7', '5Y5TRrQiqgUO4S36tzjIRZ']",2006-09-12,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,4,2006,2000
77loZpT5Y5PRP1S451P9Yz,The Reason,81,232800,0,['Hoobastank'],['2MqhkhX4npxDZ62ObR5ELO'],2003-12-09,0.472,0.671,4,-4.649,1,0.029,0.0129,0.0,0.159,0.0681,82.952,4,2003,2000
0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),81,231400,0,"['Flo Rida', 'T-Pain']","['0jnsk9HBra6NMjO2oANoPY', '3aQeKQSyrW4qWr35idm0cy']",2008-03-17,0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.008,4,2008,2000
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,81,242373,0,['Coldplay'],['4gzpq5DPGxSnKTe4SA8HAU'],2008-05-26,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,4,2008,2000
0JJP0IS4w0fJx01EcrfkDe,"Dear Maria, Count Me In",81,182827,0,['All Time Low'],['46gyXjRIvN1NL1eCB8GBxo'],2007-09-25,0.459,0.895,2,-3.126,1,0.0805,0.00725,0.0,0.206,0.572,181.04,4,2007,2000
2DlHlPMa4M17kufBvI2lEN,Chop Suey!,81,210240,0,['System Of A Down'],['5eAWCfyUhZtHHtBdNk56l1'],2001-09-04,0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,4,2001,2000
0DiWol3AO6WpXZgp0goxAV,One More Time,81,320357,0,['Daft Punk'],['4tZwfgrHOc3mvqYlEYSvVi'],2001-03-12,0.611,0.697,2,-8.618,1,0.133,0.0193,0.0,0.332,0.476,122.752,4,2001,2000
6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again,81,211160,0,['Britney Spears'],['26dSoYclwsYLMAKD3tpOr4'],2000-05-16,0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,4,2000,2000
0COqiPhxzoWICwFCS4eZcp,Bring Me To Life,81,235893,0,['Evanescence'],['5nGIFgo0shDenQYSE0Sn7c'],2003-03-04,0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,4,2003,2000
0BxE4FqsDD1Ot4YuBXwAPp,505,81,253587,0,['Arctic Monkeys'],['7Ln80lUS6He07XvHI8qqHH'],2007-04-22,0.526,0.866,0,-5.822,1,0.0568,0.00287,7.78e-05,0.0945,0.248,140.266,4,2007,2000
3ZOEytgrvLwQaqXreDs2Jx,Can't Stop,81,269000,0,['Red Hot Chili Peppers'],['0L8ExT028jH3ddEcZwqJJ5'],2002-07-09,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,4,2002,2000
2igwFfvr1OAGX9SKDCPBwO,Empire State Of Mind,81,276920,1,"['JAY-Z', 'Alicia Keys']","['3nFkdlSjzX9mRTtwJOzDYB', '3DiDSECUqqY1AuBP8qtaIa']",2009-09-08,0.491,0.956,11,-1.538,1,0.392,0.0295,0.0,0.46,0.811,173.585,4,2009,2000
3UmaczJpikHgJFyBTAJVoz,Stan,80,404107,1,"['Eminem', 'Dido']","['7dGJo4pcD2V6oG8kP0tJRR', '2mpeljBig2IXLXRAFO9AAs']",2000-05-23,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,4,2000,2000
4llK75pXNWZz6KAho2Gp16,She Will Be Loved - Radio Mix,80,259453,0,['Maroon 5'],['04gDigrS5kc9YWfZHwBETP'],2002,0.651,0.663,0,-5.569,0,0.0281,0.228,0.0,0.0994,0.465,102.0,4,2002,2000
68vgtRHr7iZHpzGpon6Jlo,My Boo,80,223440,0,"['Usher', 'Alicia Keys']","['23zg3TcAtWQy7J6upgbUnj', '3DiDSECUqqY1AuBP8qtaIa']",2004-03-23,0.662,0.507,5,-8.238,1,0.118,0.257,0.0,0.0465,0.676,86.412,4,2004,2000
6nTiIhLmQ3FWhvrGafw2zj,American Idiot,80,176346,1,['Green Day'],['7oPftvlwr6VrsViSDV7fJY'],2004-09-21,0.38,0.988,1,-2.042,1,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,4,2004,2000
6ECp64rv50XVz93WvxXMGF,This Love,80,206200,0,['Maroon 5'],['04gDigrS5kc9YWfZHwBETP'],2002,0.712,0.862,5,-4.612,0,0.0378,0.0525,0.0,0.093,0.809,95.051,4,2002,2000
3E7dfMvvCLUddWissuqMwr,Party In The U.S.A.,80,202067,0,['Miley Cyrus'],['5YGY8feqx7naU7z4HrwZM6'],2009-01-01,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,4,2009,2000
266Vb7ItE3o1q8HdJ9QOvn,Verbatim,80,168320,0,['Mother Mother'],['0e86yPdC41PGRkLp2Q1Bph'],2007-05-08,0.827,0.58,7,-6.809,1,0.327,0.309,0.0,0.148,0.492,78.011,4,2007,2000
6TfBA04WJ3X1d1wXhaCFVT,"You're Gonna Go Far, Kid",80,177827,1,['The Offspring'],['5LfGQac0EIXyAN8aUwmNAQ'],2008-06-17,0.55,0.917,0,-3.159,1,0.0638,0.00428,0.0,0.197,0.601,126.115,4,2008,2000
3DamFFqW32WihKkTVlwTYQ,Fireflies,80,228347,0,['Owl City'],['07QEuhtrNmmZ0zEcqE9SF6'],2009-01-01,0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114,4,2009,2000
0gmbgwZ8iqyMPmXefof8Yf,How You Remind Me,80,223840,0,['Nickelback'],['6deZN1bslXzeGvOLaLMOIF'],2001-09-11,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,4,2001,2000
6ic8OlLUNEATToEFU3xmaH,Gimme More,80,251240,0,['Britney Spears'],['26dSoYclwsYLMAKD3tpOr4'],2007-10-25,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,4,2007,2000
22UDw8rSfLbUsaAGTXQ4Z8,American Boy,80,284733,1,"['Estelle', 'Kanye West']","['5T0MSzX9RC5NA6gAI6irSn', '5K4W6rqBFWDnAN6FQUkS6x']",2008-03-28,0.727,0.729,0,-2.99,1,0.326,0.171,0.0,0.07,0.512,117.932,4,2008,2000
