id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,year,decade
4LFwNJWoj74Yd71fIr1W8x,Right Here Waiting,77,264333,0,['Richard Marx'],['0grdhNhiRLFBaFVyybqsj6'],1989-01-01,0.395,0.252,0,-13.589,1,0.0301,0.8,0.0,0.101,0.126,177.679,4,1989,1980
0qxYx4F3vm1AOnfux6dDxP,You Can Call Me Al,77,280000,0,['Paul Simon'],['2CvCyf1gEVhI0mX6aFXmVI'],1986-08-12,0.776,0.763,5,-8.124,1,0.0535,0.182,0.0065,0.077,0.82,128.433,4,1986,1980
3MrWxJaD2AT0W9DjWF64Vm,Come On Eileen,77,287307,0,['Dexys Midnight Runners'],['4QTVePrFu1xuGM9K0kNXkk'],1982-07-22,0.45,0.656,2,-7.049,1,0.0472,0.664,3.02e-06,0.259,0.782,106.61,4,1982,1980
3X7uFMzJrEE0sxn62qd8Ch,Nothing's Gonna Stop Us Now,77,270333,0,['Starship'],['0kObWap02DEg9EAJ3PBxzf'],1987-07-27,0.643,0.802,6,-4.92,1,0.0227,0.0299,0.0,0.0719,0.53,95.99,4,1987,1980
7Ewz6bJ97vUqk5HdkvguFQ,Heaven,77,243360,0,['Bryan Adams'],['3Z02hBLubJxuFJfhacLSDc'],1984-11-05,0.382,0.589,9,-7.315,0,0.0267,0.0465,0.0,0.122,0.335,140.059,4,1984,1980
67hbP9PFQZrb4XZc3TzB0s,"Rasputin - 7"" Version",77,220733,0,['Boney M.'],['54R6Y0I7jGUCveDTtI21nb'],1984-12-03,0.694,0.719,6,-12.734,0,0.048,0.47,0.00121,0.44,0.972,126.212,4,1984,1980
7GonnnalI2s19OCQO1J7Tf,Kickstart My Heart,77,282653,0,['Mötley Crüe'],['0cc6vw3VN8YlIcvr1v7tBL'],1989,0.359,0.981,7,-3.622,0,0.303,0.00125,0.00236,0.284,0.271,178.98,4,1989,1980
2KH16WveTQWT6KOG9Rg6e2,Eye of the Tiger,77,245640,0,['Survivor'],['26bcq2nyj5GB7uRr558iQg'],1985,0.817,0.599,0,-9.249,0,0.0328,0.132,0.000311,0.0873,0.548,108.873,4,1985,1980
3fH4KjXFYMmljxrcGrbPj9,Don't You (Forget About Me),76,263040,0,['Simple Minds'],['6hN9F0iuULZYWXppob22Aj'],1985,0.66,0.816,2,-6.61,1,0.0299,0.168,0.0181,0.0608,0.678,111.346,4,1985,1980
1Wrzhfa5bNlqvsnCztz190,Devuélveme a mi chica,76,194867,0,['Hombres G'],['60uh2KYYSCqAgJNxcU4DA0'],1985,0.603,0.843,9,-7.597,0,0.0557,0.0031,0.0337,0.445,0.503,172.676,4,1985,1980
0QKfiqpEU4h9ycPSzIFwYe,Maniac,76,244707,0,['Michael Sembello'],['771qBvjnXOH9Azr6lKy6FB'],1983-04-11,0.617,0.533,3,-11.516,0,0.0651,0.0891,4.04e-06,0.0415,0.835,158.86,4,1983,1980
57JVGBtBLCfHw2muk5416J,Another One Bites The Dust - Remastered 2011,76,214653,0,['Queen'],['1dfeR4HaWDbWqFHLkxsg1d'],1980-06-27,0.933,0.528,5,-6.472,0,0.162,0.112,0.329,0.163,0.756,109.975,4,1980,1980
1mCsF9Tw4AkIZOjvZbZZdT,Break My Stride,76,184480,0,['Matthew Wilder'],['3bmFPbLMiLxtR9tFrTcKcP'],1983-03-19,0.917,0.588,10,-11.047,1,0.0607,0.195,0.0,0.0914,0.828,110.077,4,1983,1980
3PzsbWSQdLCKDLxn7YZfkM,I'm On Fire,76,155880,0,['Bruce Springsteen'],['3eqjTLE0HfPfh78zjh6TqT'],1984-06-04,0.62,0.446,1,-14.451,0,0.0347,0.589,0.0299,0.0727,0.868,88.591,4,1984,1980
3Cx4yrFaX8CeHwBMReOWXI,We Didn't Start the Fire,76,287733,0,['Billy Joel'],['6zFYqv1mOsgBRQbae3JJ9e'],1989-10-17,0.712,0.967,7,-5.206,1,0.047,0.0771,0.0,0.356,0.895,145.024,4,1989,1980
54X78diSLoUDI3joC2bjMz,Purple Rain,76,520787,0,['Prince'],['5a2EaR3hamoenG9rDuVn8j'],1984-06-25,0.367,0.452,10,-10.422,1,0.0307,0.0353,0.00228,0.689,0.189,113.066,4,1984,1980
0dOg1ySSI7NkpAe89Zo0b9,Born in the U.S.A.,76,278680,0,['Bruce Springsteen'],['3eqjTLE0HfPfh78zjh6TqT'],1984-06-04,0.398,0.952,4,-6.042,1,0.061,0.000373,7.75e-05,0.1,0.584,122.093,4,1984,1980
1nQRg9q9uwALGzouOX5OyQ,Radio Ga Ga - Remastered 2011,76,348227,0,['Queen'],['1dfeR4HaWDbWqFHLkxsg1d'],1984-02-27,0.744,0.502,5,-7.719,1,0.0359,0.183,0.000228,0.189,0.66,112.344,4,1984,1980
2AkmdLbVKS1steeZdy8H1l,I Want To Break Free - Single Remix,76,258013,0,['Queen'],['1dfeR4HaWDbWqFHLkxsg1d'],1984-02-27,0.795,0.435,4,-8.927,1,0.0324,0.0841,0.00026,0.0763,0.596,108.95,4,1984,1980
43btz2xjMKpcmjkuRsvxyg,Jack & Diane,76,254493,0,['John Mellencamp'],['3lPQ2Fk5JOwGWAF3ORFCqH'],1982,0.811,0.41,9,-8.214,1,0.0391,0.0365,6.63e-06,0.0799,0.626,103.965,4,1982,1980
1GeNWyZtCHbcp3ZWp8GTOO,The Lady In Red,76,256173,0,['Chris de Burgh'],['2RpHsROrX075xfIwHn6B2U'],1986-01-01,0.548,0.294,10,-17.112,1,0.0333,0.332,3.34e-06,0.0392,0.491,76.698,4,1986,1980
0cGG2EouYCEEC3xfa0tDFV,Tainted Love,76,153800,0,['Soft Cell'],['6aq8T2RcspxVOGgMrTzjWc'],1981,0.5,0.501,0,-8.284,0,0.0376,0.462,0.0,0.26,0.623,144.438,4,1981,1980
6xdLJrVj4vIXwhuG8TMopk,Crazy Little Thing Called Love - Remastered 2011,76,163373,0,['Queen'],['1dfeR4HaWDbWqFHLkxsg1d'],1980-06-27,0.599,0.761,0,-6.887,1,0.0421,0.713,4.74e-06,0.349,0.712,77.015,4,1980,1980
31DvHUCSioX0JD7B4kZMJ9,Money For Nothing,75,510933,0,['Dire Straits'],['0WwSkZ7LtFUFjGjMZBMt6T'],1985-05-13,0.666,0.667,2,-9.305,0,0.0371,0.043,0.0005,0.074,0.679,134.219,4,1985,1980
4mn2kNTqiGLwaUR8JdhJ1l,House of the Rising Sun,75,269907,0,['The Animals'],['3ICflSq6ZgYAIrm2CTkfVP'],1987-10-19,0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,3,1987,1980
0PdM2a6oIjqepoEfcJo0RO,Pour Some Sugar On Me - Remastered 2017,75,267307,0,['Def Leppard'],['6H1RjVyNruCmrBEWRbD0VZ'],1987-08-03,0.267,0.953,1,-4.899,0,0.096,0.00211,0.0,0.283,0.568,84.989,4,1987,1980
54b8qPFqYqIndfdxiLApea,Alone,75,218733,0,['Heart'],['34jw2BbxjoYalTp8cJFCPv'],1987-06-06,0.418,0.452,1,-13.099,1,0.0356,0.638,0.00026,0.0959,0.168,175.088,4,1987,1980
7j74lucZ59vqN67Ipe2ZcY,Maneater,75,273173,0,['Daryl Hall & John Oates'],['77tT1kLj6mCWtFNqiOmP9H'],1982-10-04,0.724,0.498,11,-13.083,0,0.0423,0.0405,8.56e-05,0.0761,0.823,88.825,4,1982,1980
0oerlffJSzhRVvtDfLcp3N,Wanted Dead Or Alive,75,308667,0,['Bon Jovi'],['58lV9VcRSjABbAbfWS6skp'],1986-08-16,0.252,0.802,7,-3.976,1,0.0391,0.13,0.0146,0.309,0.253,150.056,4,1986,1980
7snQQk1zcKl8gZ92AnueZW,Sweet Child O' Mine,75,356067,0,"[""Guns N' Roses""]",['3qm84nBOXUEQ2vnTfUTTFC'],1987-07-21,0.446,0.952,6,-5.321,1,0.0523,0.0901,0.0857,0.112,0.624,125.303,4,1987,1980
0HEmnAUT8PHznIAAmVXqFJ,Faith - Remastered,75,193200,0,['George Michael'],['19ra5tSw0tWufvUp8GotLo'],1987-10-30,0.887,0.48,11,-11.994,1,0.117,0.0094,3.58e-05,0.0662,0.607,95.846,4,1987,1980
1FvDJ9KGxcqwv1utyPL3JZ,This Charming Man - 2011 Remaster,75,162920,0,['The Smiths'],['3yY2gUcIsjMr8hjo51PoJ8'],1984-02-20,0.611,0.846,11,-5.9,1,0.0436,0.00509,0.0,0.0784,0.751,103.912,4,1984,1980
5WwqdeavrQrbeAMDxGawse,Can't Fight This Feeling,75,294773,0,['REO Speedwagon'],['55vs7NT1KxcFjbMC4y202E'],1984-11-05,0.408,0.48,9,-11.017,1,0.0266,0.155,1.82e-05,0.0877,0.19,156.344,4,1984,1980
5fdNHVZHbWB1AaXk4RBGVD,Just the Two of Us,75,443773,0,"['Grover Washington, Jr.']",['05YVYeV4HxYp5rrWalvuE1'],1980,0.743,0.43,10,-14.575,0,0.0906,0.445,0.363,0.0455,0.593,95.406,4,1980,1980
05RgAMGypEvqhNs5hPCbMS,Panama - 2015 Remaster,75,210227,0,['Van Halen'],['2cnMpRsOVqtPMfq7YiFE6K'],1984-01-04,0.526,0.978,8,-5.436,1,0.108,0.00122,4.75e-05,0.0744,0.451,141.167,4,1984,1980
1hlveB9M6ijHZRbzZ2teyh,We're Not Gonna Take It,75,219667,0,['Twisted Sister'],['7b85ve82Sh36a3UAx74wut'],1984-05-10,0.502,0.924,4,-6.299,1,0.0503,0.0127,0.0,0.162,0.922,149.186,4,1984,1980
0WQiDwKJclirSYG9v5tayI,There Is a Light That Never Goes Out - 2011 Remaster,75,244587,0,['The Smiths'],['3yY2gUcIsjMr8hjo51PoJ8'],1986-06-16,0.523,0.769,4,-5.855,1,0.0269,0.04,0.0,0.136,0.876,136.162,4,1986,1980
2MuWTIM3b0YEAskbeeFE1i,Master Of Puppets,75,515387,0,['Metallica'],['2ye2Wgw4gimLv2eAKyk1NB'],1986-03-03,0.543,0.836,4,-9.11,0,0.0353,0.000647,0.431,0.153,0.56,105.173,4,1986,1980
6jBCehpNMkwFVF3dz4nLIW,It's Tricky,75,183427,0,['Run–D.M.C.'],['3CQIn7N5CuRDP8wEI7FiDA'],1986-05-15,0.956,0.72,11,-13.476,0,0.137,0.000844,0.0,0.0597,0.961,127.872,4,1986,1980
2wSAWEYUHkt92X4SBAPqZE,Karma Chameleon - Remastered 2002,75,252773,0,['Culture Club'],['6kz53iCdBSqhQCZ21CoLcc'],1983-10-01,0.668,0.73,10,-7.182,1,0.0366,0.225,0.0,0.188,0.894,92.049,4,1983,1980
2HHtWyy5CgaQbC7XSoOb0e,Eye of the Tiger,75,243773,0,['Survivor'],['26bcq2nyj5GB7uRr558iQg'],1982,0.815,0.438,0,-14.522,0,0.0346,0.216,0.000466,0.0787,0.552,108.965,4,1982,1980
2DjWsDGgL1xNbhnr7f6t5F,Baby Can I Hold You,75,193120,0,['Tracy Chapman'],['7oPgCQqMMXEXrNau5vxYZP'],1988-04-05,0.692,0.422,2,-10.533,1,0.0333,0.0811,0.0,0.0848,0.468,74.375,4,1988,1980
3L7RtEcu1Hw3OXrpnthngx,Don't You Want Me,75,236920,0,['The Human League'],['1aX2dmV8XoHYCOQRxjPESG'],1981,0.731,0.738,9,-8.125,0,0.0377,0.184,0.0,0.214,0.958,117.656,4,1981,1980
2Cdvbe2G4hZsnhNMKyGrie,I Love Rock 'N Roll,75,175173,0,['Joan Jett & The Blackhearts'],['1Fmb52lZ6Jv7FMWXXTPO3K'],1981-11-18,0.535,0.716,4,-5.025,1,0.0431,0.326,0.0,0.659,0.901,94.379,4,1981,1980
44aTAUBF0g6sMkMNE8I5kd,Every Little Thing She Does Is Magic,75,260573,0,['The Police'],['5NGO30tJxFlKixkPSgXcFE'],1981-10-02,0.558,0.768,2,-9.997,1,0.0343,0.121,0.0626,0.124,0.429,81.909,4,1981,1980
3koCCeSaVUyrRo3N2gHrd8,Let's Groove,75,339320,0,"['Earth, Wind & Fire']",['4QQgXkCYTt3BlENzhyNETg'],1981-11-14,0.869,0.648,11,-8.698,0,0.0633,0.121,2.17e-05,0.126,0.9,125.035,4,1981,1980
6EPRKhUOdiFSQwGBRBbvsZ,Ace of Spades,75,166920,0,['Motörhead'],['1DFr97A9HnbV3SKTJFu62M'],1980-11-08,0.329,0.974,3,-8.77,0,0.135,0.000852,0.000118,0.0904,0.234,140.862,4,1980,1980
1NCuYqMc8hKMb4cpNTcJbD,Another Day in Paradise - 2016 Remaster,75,322133,0,['Phil Collins'],['4lxfqrEsLX6N1N4OCSkILp'],1989-11-20,0.78,0.565,3,-7.32,0,0.0306,0.736,0.00269,0.063,0.365,101.967,4,1989,1980
69QHm3pustz01CJRwdo20z,Hells Bells,74,312293,0,['AC/DC'],['711MCceyCBcFnzjGY4Q7Un'],1980-07-25,0.389,0.873,4,-4.768,0,0.0475,0.00532,0.0055,0.273,0.303,106.767,4,1980,1980
7o9uu2GDtVDr9nsR7ZRN73,Time After Time,74,241333,0,['Cyndi Lauper'],['2BTZIqw0ntH9MvilQ3ewNY'],1983-10-14,0.726,0.449,0,-9.206,1,0.0286,0.487,1.34e-06,0.0824,0.294,130.388,4,1983,1980
19Ym5Sg0YyOCa6ao21bdoG,Gypsy,74,264907,0,['Fleetwood Mac'],['08GQAI4eElDnROBrJRGE0X'],1988-11-21,0.622,0.54,5,-13.99,1,0.0261,0.017,0.00771,0.265,0.847,130.879,4,1988,1980
3oEkrIfXfSh9zGnE7eBzSV,The Winner Takes It All,74,294720,0,['ABBA'],['0LcJLqbBmaGUft1e9Mm8HV'],1980,0.454,0.788,6,-6.748,1,0.0371,0.574,0.000766,0.0859,0.52,126.15,4,1980,1980
57bgtoPSgt236HzfBOd8kj,Thunderstruck,83,292880,0,['AC/DC'],['711MCceyCBcFnzjGY4Q7Un'],1990-09-24,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,4,1990,1990
70LcF31zb1H0PyJoS1Sx1r,Creep,83,238640,1,['Radiohead'],['4Z8W4fKeB5YxbusRsdQVPb'],1993-02-22,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,4,1993,1990
7lQWRAjyhTpCWFC0jmclT4,Gangsta's Paradise,83,240693,0,"['Coolio', 'L.V.']","['3y24n3XhZ96wgwRXjvS17T', '2LhsePRtgCo4THVKULQBL7']",1995-11-07,0.647,0.514,8,-10.05,1,0.0593,0.0655,0.0,0.398,0.387,79.974,4,1995,1990
1f3yAtsJtY87CTmM8RLnxf,Smells Like Teen Spirit,83,301920,0,['Nirvana'],['6olE6TJLqED3rqDCT0FyPh'],1991-09-26,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,4,1991,1990
31AOj9sFz2gM0O3hMARRBx,Losing My Religion,83,268427,0,['R.E.M.'],['4KWTAlx2RvbpseOGMEmROg'],1991-03-12,0.666,0.855,9,-5.051,0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,4,1991,1990
48UPSzbZjgc449aqz8bxox,Californication,82,329733,0,['Red Hot Chili Peppers'],['0L8ExT028jH3ddEcZwqJJ5'],1999-06-08,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,4,1999,1990
1Je1IMUlBXcx1Fz0WE7oPT,Wannabe,81,173027,0,['Spice Girls'],['0uq5PttqEjj3IH1bzwcrXF'],1996-01-01,0.768,0.864,11,-6.145,1,0.0324,0.101,0.0,0.162,0.891,110.008,4,1996,1990
0jWgAnTrNZmOGmqgvHhZEm,What's Up?,81,295533,0,['4 Non Blondes'],['0Je74SitssvJg1w4Ra2EK7'],1992-01-01,0.565,0.564,2,-10.044,1,0.0292,0.161,0.0,0.114,0.454,134.355,4,1992,1990
3d9DChrdc6BOeFsbrZ3Is0,Under the Bridge,81,264307,0,['Red Hot Chili Peppers'],['0L8ExT028jH3ddEcZwqJJ5'],1991-09-24,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,4,1991,1990
3YRCqOhFifThpSRFJ1VWFM,November Rain,81,536067,0,"[""Guns N' Roses""]",['3qm84nBOXUEQ2vnTfUTTFC'],1991-09-17,0.294,0.641,11,-9.316,1,0.0291,0.0163,0.22,0.112,0.226,79.759,4,1991,1990
503OTo2dSqe7qk76rgsbep,Still D.R.E.,81,270587,1,"['Dr. Dre', 'Snoop Dogg']","['6DPYiyq5kWVQS4RGwxzPC7', '7hJcb9fa4alzcOq3EaNPoG']",1999-11-16,0.816,0.775,11,-3.323,1,0.234,0.16,0.00031,0.0543,0.527,93.431,4,1999,1990
2IZZqH4K02UIYg5EohpNHF,Zombie,81,306427,0,['The Cranberries'],['7t0rwkOPGlDPEhaOcVtOt9'],1994-10-03,0.307,0.635,7,-8.957,1,0.0339,0.0154,0.00483,0.366,0.304,166.973,4,1994,1990
2m1hi0nfMR9vdGC8UcrnwU,All The Small Things,81,167067,0,['blink-182'],['6FBDaR13swtiWwGhX1WQsP'],1999-06-01,0.434,0.897,0,-4.918,1,0.0488,0.0103,0.0,0.612,0.684,148.726,4,1999,1990
6L89mwZXSOwYl76YXfX13s,Basket Case,80,181533,0,['Green Day'],['7oPftvlwr6VrsViSDV7fJY'],1994-02-01,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71e-06,0.091,0.781,85.064,4,1994,1990
1KGi9sZVMeszgZOWivFpxs,No Scrubs,80,214400,0,['TLC'],['0TImkz4nPqjegtVSMZnMRq'],1999-02-23,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,4,1999,1990
5sICkBXVmaCQk5aISGR3x1,Enter Sandman,80,331267,0,['Metallica'],['2ye2Wgw4gimLv2eAKyk1NB'],1991-08-12,0.577,0.828,6,-8.691,0,0.0298,0.00213,0.0114,0.0581,0.604,123.257,4,1991,1990
20fBuVybkHgjF6vNhSMROD,Ambitionz Az A Ridah,80,278387,1,['2Pac'],['1ZwdS5xdxEREPySFridCfh'],1996,0.801,0.908,2,-6.554,1,0.221,0.00253,0.000655,0.0698,0.805,87.279,4,1996,1990
3cfOd4CMv2snFaKAnMdnvK,All Star,80,200373,0,['Smash Mouth'],['2iEvnFsWxR0Syqu2JNopAd'],1999-06-08,0.731,0.867,11,-5.881,1,0.032,0.0395,0.0,0.0861,0.776,104.019,4,1999,1990
57iDDD9N9tTWe75x6qhStw,Bitter Sweet Symphony,80,357267,0,['The Verve'],['2cGwlqi3k18jFpUyTrsR84'],1997-09-29,0.356,0.917,9,-6.006,1,0.0479,0.0335,0.0,0.406,0.518,171.176,4,1997,1990
0nLiqZ6A27jJri2VCalIUs,Nothing Else Matters,80,388267,0,['Metallica'],['2ye2Wgw4gimLv2eAKyk1NB'],1991-08-12,0.553,0.362,4,-11.218,0,0.0263,0.0458,6.01e-06,0.075,0.158,142.352,3,1991,1990
3MjUtNVVq3C8Fn0MP3zhXa,...Baby One More Time,80,211067,0,['Britney Spears'],['26dSoYclwsYLMAKD3tpOr4'],1999-01-12,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,4,1999,1990
47BBI51FKFwOMlIiX6m8ya,I Want It That Way,80,213307,0,['Backstreet Boys'],['5rSXSAkZ67PYJSvpUpkOr7'],1999-05-18,0.689,0.694,6,-5.83,0,0.027,0.257,0.0,0.148,0.482,99.039,4,1999,1990
64BbK9SFKH2jk86U3dGj2P,Otherside,79,255373,0,['Red Hot Chili Peppers'],['0L8ExT028jH3ddEcZwqJJ5'],1999-06-08,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,4,1999,1990
1BKT2I9x4RGKaKqW4up34s,Ruff Ryders' Anthem,79,214440,1,['DMX'],['1HwM5zlC5qNWhJtM00yXzG'],1998-05-01,0.88,0.577,10,-8.093,0,0.302,0.0564,1.02e-06,0.201,0.74,90.991,4,1998,1990
0MKGH8UMfCnq5w7nG06oM5,Come As You Are,79,218920,0,['Nirvana'],['6olE6TJLqED3rqDCT0FyPh'],1991-09-26,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,4,1991,1990
2g8HN35AnVGIk7B8yMucww,Big Poppa - 2005 Remaster,79,252747,1,['The Notorious B.I.G.'],['5me0Irg2ANcsgc93uaYrpb'],1994-09-13,0.78,0.575,9,-7.247,0,0.273,0.43,0.0,0.143,0.773,84.492,4,1994,1990
5ByAIlEEnxYdvpnezg7HTX,Juicy - 2005 Remaster,79,302760,1,['The Notorious B.I.G.'],['5me0Irg2ANcsgc93uaYrpb'],1994-09-13,0.889,0.818,9,-4.639,1,0.253,0.47,0.0,0.179,0.782,96.063,4,1994,1990
3ovjw5HZZv43SxTwApooCM,Wind Of Change,79,312360,0,['Scorpions'],['27T030eWyCQRmDyuvr1kxY'],1990-01-01,0.452,0.524,0,-10.108,1,0.0351,0.315,0.0,0.103,0.246,151.505,4,1990,1990
5qqabIl2vWzo9ApSC317sa,Wonderwall - Remastered,79,258773,0,['Oasis'],['2DaxqgrOhkeH0fpeiQq2f4'],1995-10-02,0.378,0.896,2,-4.066,1,0.0407,0.000452,0.0,0.194,0.469,174.302,4,1995,1990
4EchqUKQ3qAQuRNKmeIpnf,The Kids Aren't Alright,79,180160,0,['The Offspring'],['5LfGQac0EIXyAN8aUwmNAQ'],1998-11-16,0.523,0.943,1,-4.203,1,0.0337,0.00704,3.81e-05,0.0579,0.766,99.607,4,1998,1990
6Qyc6fS4DsZjB2mRW9DsQs,Iris,79,289533,0,['The Goo Goo Dolls'],['2sil8z5kiy4r76CRTXxBCA'],1998-09-11,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,3,1998,1990
2qOm7ukLyHUXWyR4ZWLwxA,It Was A Good Day,79,260000,1,['Ice Cube'],['3Mcii5XWf6E0lrY3Uky4cA'],1992-11-17,0.798,0.744,7,-5.328,0,0.136,0.33,0.000106,0.292,0.794,82.356,4,1992,1990
5UWwZ5lm5PKu6eKsHAGxOk,Everlong,79,250547,0,['Foo Fighters'],['7jy3rLJdDQY21OgRLCZ9sD'],1997-05-20,0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,4,1997,1990
59WN2psjkt1tyaxjspN8fp,Killing In The Name,79,313573,1,['Rage Against The Machine'],['2d0hyoQ5ynDBnkvAbJKORj'],1992,0.466,0.833,7,-4.215,1,0.304,0.0266,0.0,0.0327,0.661,88.785,4,1992,1990
7KwZNVEaqikRSBSpyhXK2j,Hypnotize - 2014 Remaster,79,229827,1,['The Notorious B.I.G.'],['5me0Irg2ANcsgc93uaYrpb'],1997-03-04,0.901,0.697,9,-3.439,1,0.28,0.145,0.0,0.287,0.67,93.941,4,1997,1990
4eHbdreAnSOrDDsFfc4Fpm,I Will Always Love You,78,271093,0,['Whitney Houston'],['6XpaIBNiVzIetEPCWDvAFP'],1992-11-17,0.332,0.214,4,-12.518,1,0.0349,0.845,5.62e-06,0.0839,0.11,67.531,4,1992,1990
1G391cbiT3v3Cywg8T7DM1,Scar Tissue,78,215907,0,['Red Hot Chili Peppers'],['0L8ExT028jH3ddEcZwqJJ5'],1999-06-08,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,4,1999,1990
4JiEyzf0Md7KEFFGWDDdCr,Knockin' On Heaven's Door,78,336000,0,"[""Guns N' Roses""]",['3qm84nBOXUEQ2vnTfUTTFC'],1991-09-18,0.496,0.739,6,-7.193,1,0.0415,0.0211,0.00444,0.106,0.378,132.41,4,1991,1990
1pKYYY0dkg23sQQXi0Q5zN,Around the World,78,429533,0,['Daft Punk'],['4tZwfgrHOc3mvqYlEYSvVi'],1997-01-16,0.956,0.795,7,-5.311,1,0.15,0.00356,0.889,0.0906,0.841,121.294,4,1997,1990
39q7xibBdRboeMKUbZEB6g,"Take Me Home, Country Roads",78,197813,0,['John Denver'],['7EK1bQADBoqbYXnT4Cqv9w'],1997-06-17,0.255,0.43,9,-12.564,1,0.0322,0.546,1.87e-05,0.188,0.546,164.267,4,1997,1990
4LwU4Vp6od3Sb08CsP99GC,The Next Episode,78,161507,1,"['Dr. Dre', 'Snoop Dogg']","['6DPYiyq5kWVQS4RGwxzPC7', '7hJcb9fa4alzcOq3EaNPoG']",1999-11-16,0.922,0.909,10,-2.429,0,0.27,0.0281,0.0,0.0856,0.309,95.295,4,1999,1990
3G69vJMWsX6ZohTykad2AU,One,78,276187,0,['U2'],['51Blml2LZPmy7TTiAg47vQ'],1991-11-18,0.392,0.534,0,-8.793,1,0.0369,0.245,0.00104,0.155,0.325,181.305,4,1991,1990
5ghIJDpPoe3CfHMGu71E6T,Smells Like Teen Spirit,78,301920,0,['Nirvana'],['6olE6TJLqED3rqDCT0FyPh'],1991-09-26,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,4,1991,1990
0LWkaEyQRkF0XAms8Bg1fC,Party Up,78,268867,1,['DMX'],['1HwM5zlC5qNWhJtM00yXzG'],1999-12-21,0.51,0.931,11,-3.302,1,0.347,0.0738,0.0,0.5,0.53,201.936,4,1999,1990
5DiXcVovI0FcY2s0icWWUu,Mr. Jones,78,272293,0,['Counting Crows'],['0vEsuISMWAKNctLlUAhSZC'],1993-01-01,0.578,0.817,0,-6.542,1,0.0363,0.183,3.06e-06,0.285,0.726,141.621,4,1993,1990
2hnMS47jN0etwvFPzYk11f,Santeria,78,182747,0,['Sublime'],['0EdvGhlC1FkGItLOWQzG4J'],1996-07-30,0.682,0.765,1,-5.021,0,0.0395,0.0268,3.42e-05,0.188,0.567,90.807,4,1996,1990
6kvoHl80mfCVTv7XnZkjQn,"It Must Have Been Love - From the Film ""Pretty Woman""",78,258787,0,['Roxette'],['2SHhfs4BiDxGQ3oxqf0UHY'],1990-05-20,0.52,0.652,5,-6.655,1,0.0274,0.34,5.49e-05,0.256,0.722,80.609,4,1990,1990
4jDmJ51x1o9NZB5Nxxc7gY,Careless Whisper,78,300107,0,['George Michael'],['19ra5tSw0tWufvUp8GotLo'],1998-11-09,0.574,0.629,2,-8.815,0,0.0363,0.128,0.0,0.271,0.786,153.119,4,1998,1990
0Q0IVlqMV64kNLlwjPj0Hl,Killing Me Softly With His Song,78,298773,0,"['Fugees', 'Ms. Lauryn Hill']","['2WKdxPFRD7IqZvlIAvhMgY', '2Mu5NfyYm8n5iTomuKAEHl']",1996-02-13,0.765,0.29,4,-17.117,0,0.139,0.0279,0.0,0.571,0.506,92.409,4,1996,1990
5e7ldn9Kwo8Aw9Z8ql9cDj,All Eyez On Me (ft. Big Syke),78,307773,1,"['2Pac', 'Big Syke']","['1ZwdS5xdxEREPySFridCfh', '5J32qSlWzKCdcL31B8wglv']",1996,0.873,0.719,1,-5.948,1,0.248,0.03,0.0,0.333,0.858,93.281,4,1996,1990
0wQCKR9OFjYu5Kzrk7WivJ,Corazón partío,77,343413,0,['Alejandro Sanz'],['5sUrlPAHlS9NEirDB8SEbF'],1997-08-28,0.648,0.846,0,-6.731,1,0.0424,0.199,4.23e-06,0.0803,0.815,160.075,4,1997,1990
1Eb90nmqTrxylKFhcUzW8P,(Everything I Do) I Do It For You,77,393640,0,['Bryan Adams'],['3Z02hBLubJxuFJfhacLSDc'],1991-09-24,0.533,0.36,1,-12.633,1,0.0282,0.0805,1.03e-05,0.0631,0.299,131.229,4,1991,1990
11LmqTE2naFULdEP94AUBa,Heart-Shaped Box,77,281160,0,['Nirvana'],['6olE6TJLqED3rqDCT0FyPh'],1993-09-21,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,4,1993,1990
